index,Bayesian_POS_OOS_rate,Bayesian_POS_beta_rate,Bayesian_POS_alpha_level,Bayesian_POS_lost_sales,Bayesian_POS_pinball_loss,EHASTRA_EH_NUMMER,Magazine
28,0.0,1.0,1.0,152.0,0.5241379310344827,EHA1804454,A
29,0.0,1.0,1.0,169.0,0.5827586206896549,EHA1818452,A
30,0.0,1.0,1.0,94.0,0.3241379310344826,EHA1871847,A
31,0.1379310344827586,0.9685714285714286,0.8620689655172413,73.0,0.3896551724137931,EHA1885738,A
32,0.0,1.0,1.0,114.0,0.393103448275862,EHA1897860,A
33,0.0344827586206896,0.9985007496251874,0.9655172413793104,207.0,0.7413793103448276,EHA1939155,A
34,0.2068965517241379,0.9760818120351588,0.7931034482758621,70.0,0.5724137931034483,EHA1975291,A
35,0.0,1.0,1.0,131.0,0.4517241379310345,EHA2046118,A
36,0.0,1.0,1.0,116.0,0.3999999999999999,EHA2128440,A
37,0.0,1.0,1.0,189.0,0.6517241379310343,EHA2150179,A
38,0.0,1.0,1.0,190.0,0.6551724137931034,EHA2186161,A
39,0.0,1.0,1.0,112.0,0.3862068965517241,EHA2286086,A
40,0.0,1.0,1.0,254.0,0.8758620689655173,EHA2335682,A
41,0.0,1.0,1.0,204.0,0.7034482758620689,EHA2377166,A
42,0.0,1.0,1.0,104.0,0.3586206896551724,EHA2385688,A
43,0.0,1.0,1.0,69.0,0.2379310344827585,EHA2401286,A
44,0.0,1.0,1.0,81.0,0.2793103448275861,EHA2460326,A
45,0.0,1.0,1.0,84.0,0.289655172413793,EHA2465161,A
46,0.0,1.0,1.0,164.0,0.5655172413793101,EHA2626154,A
47,0.0,1.0,1.0,91.0,0.3137931034482757,EHA2669396,A
48,0.1034482758620689,0.9416666666666668,0.896551724137931,37.0,0.2379310344827585,EHA2748409,A
49,0.05,0.9696969696969696,0.95,24.0,0.1599999999999999,EHA2768340,A
50,0.0,1.0,1.0,201.0,0.6931034482758619,EHA2944754,A
51,0.0,1.0,1.0,45.0,0.1551724137931034,EHA2973014,A
52,0.0,1.0,1.0,173.0,0.5965517241379309,EHA2983155,A
53,0.0344827586206896,0.9940476190476192,0.9655172413793104,72.0,0.2758620689655172,EHA3029281,A
54,0.0,1.0,1.0,77.0,0.3208333333333332,EHA3180409,A
55,0.0,1.0,1.0,156.0,0.5379310344827586,EHA3196678,A
56,0.0,1.0,1.0,99.0,0.3413793103448276,EHA3255777,A
57,0.0,1.0,1.0,122.0,0.4206896551724137,EHA3294058,A
58,0.0,1.0,1.0,89.0,0.3068965517241379,EHA3347179,A
59,0.0,1.0,1.0,153.0,0.5275862068965517,EHA3362818,A
60,0.1034482758620689,0.949712643678161,0.896551724137931,80.0,0.7172413793103447,EHA3549686,A
61,0.0,1.0,1.0,80.0,0.2758620689655172,EHA3570057,A
62,0.0,1.0,1.0,123.0,0.4241379310344827,EHA3804289,A
63,0.0,1.0,1.0,170.0,0.586206896551724,EHA3853082,A
64,0.0,1.0,1.0,135.0,0.4655172413793102,EHA3941757,A
65,0.0,1.0,1.0,66.0,0.2275862068965517,EHA4063921,A
66,0.0,1.0,1.0,160.0,0.5517241379310343,EHA4104120,A
67,0.0344827586206896,0.9968652037617556,0.9655172413793104,156.0,0.5655172413793101,EHA4118250,A
68,0.0,1.0,1.0,144.0,0.4965517241379309,EHA4138196,A
69,0.0,1.0,1.0,132.0,0.4551724137931034,EHA4150635,A
70,0.1724137931034483,0.979937304075235,0.8275862068965517,79.0,0.4379310344827586,EHA4164254,A
71,0.0344827586206896,0.9942528735632185,0.9655172413793104,63.0,0.2448275862068964,EHA4231411,A
72,0.0,1.0,1.0,74.0,0.2551724137931033,EHA4453767,A
73,0.0,1.0,1.0,91.0,0.3137931034482757,EHA4614957,A
74,0.0,1.0,1.0,218.0,0.7517241379310342,EHA4718606,A
75,0.0,1.0,1.0,171.0,0.5896551724137928,EHA4797238,A
76,0.0,1.0,1.0,103.0,0.3551724137931034,EHA4818152,A
77,0.0,1.0,1.0,93.0,0.3206896551724137,EHA4882454,A
78,0.0,1.0,1.0,57.0,0.196551724137931,EHA4923117,A
79,0.0,1.0,1.0,76.0,0.2620689655172413,EHA5143800,A
80,0.0357142857142857,0.9925925925925926,0.9642857142857144,54.0,0.2214285714285713,EHA5155466,A
81,0.0,1.0,1.0,164.0,0.5655172413793101,EHA5158185,A
82,0.0689655172413793,0.974,0.9310344827586208,46.0,0.2413793103448275,EHA5202840,A
83,0.0,1.0,1.0,42.0,0.1448275862068965,EHA5378685,A
84,0.0344827586206896,0.9961685823754788,0.9655172413793104,76.0,0.289655172413793,EHA5384959,A
85,0.0,1.0,1.0,69.0,0.2379310344827585,EHA5443009,A
86,0.2857142857142857,0.8095238095238094,0.7142857142857143,19.0,0.3642857142857143,EHA5505765,A
87,0.0,1.0,1.0,67.0,0.2481481481481481,EHA5649855,A
88,0.0344827586206896,0.9940476190476192,0.9655172413793104,73.0,0.2793103448275861,EHA5675534,A
89,0.0,1.0,1.0,193.0,0.6655172413793101,EHA5678847,A
90,0.0,1.0,1.0,105.0,0.3620689655172414,EHA5784386,A
91,0.0,1.0,1.0,105.0,0.3620689655172414,EHA5869442,A
92,0.0,1.0,1.0,215.0,0.7413793103448275,EHA5892019,A
93,0.0,1.0,1.0,166.0,0.5724137931034481,EHA5950789,A
94,0.0,1.0,1.0,97.0,0.3344827586206897,EHA5993428,A
95,0.0,1.0,1.0,253.0,0.8724137931034479,EHA6122522,A
96,0.0,1.0,1.0,58.0,0.1999999999999999,EHA6130858,A
97,0.0,1.0,1.0,84.0,0.2896551724137931,EHA6222229,A
98,0.0,1.0,1.0,177.0,0.6103448275862068,EHA6246781,A
99,0.1034482758620689,0.9666666666666668,0.896551724137931,65.0,0.3896551724137931,EHA6247287,A
100,0.0,1.0,1.0,89.0,0.3068965517241379,EHA6270032,A
101,0.0,1.0,1.0,131.0,0.4517241379310345,EHA6361154,A
102,0.0,1.0,1.0,89.0,0.3068965517241378,EHA6422955,A
103,0.0344827586206896,0.98,0.9655172413793104,30.0,0.1586206896551723,EHA6452158,A
104,0.0,1.0,1.0,233.0,0.8034482758620688,EHA6490411,A
105,0.0,1.0,1.0,18.0,0.2999999999999999,EHA6514035,A
106,0.0,1.0,1.0,122.0,0.4206896551724137,EHA6544969,A
107,0.0,1.0,1.0,93.0,0.3206896551724137,EHA6555208,A
108,0.0,1.0,1.0,71.0,0.2448275862068965,EHA6567178,A
109,0.0,1.0,1.0,150.0,0.5172413793103448,EHA6632636,A
110,0.0,1.0,1.0,103.0,0.3551724137931035,EHA6771014,A
111,0.0,1.0,1.0,179.0,0.6172413793103446,EHA6798242,A
112,0.0,1.0,1.0,83.0,0.2964285714285714,EHA6805678,A
113,0.0,1.0,1.0,78.0,0.2689655172413792,EHA6837315,A
114,0.0344827586206896,0.9933333333333334,0.9655172413793104,87.0,0.3275862068965517,EHA6860761,A
115,0.0,1.0,1.0,165.0,0.5689655172413792,EHA6960751,A
116,0.0,1.0,1.0,95.0,0.3275862068965516,EHA7038117,A
117,0.0,1.0,1.0,81.0,0.2793103448275861,EHA7053780,A
118,0.0344827586206896,0.9968652037617556,0.9655172413793104,112.0,0.4137931034482758,EHA7230769,A
119,0.0,1.0,1.0,187.0,0.6448275862068965,EHA7233237,A
120,0.0689655172413793,0.9722222222222222,0.9310344827586208,22.0,0.1310344827586207,EHA7258425,A
121,0.0,1.0,1.0,220.0,0.7586206896551723,EHA7468549,A
122,0.0,1.0,1.0,253.0,0.872413793103448,EHA7527841,A
123,0.0,1.0,1.0,53.0,0.1827586206896551,EHA7703397,A
124,0.0,1.0,1.0,153.0,0.5275862068965516,EHA7939830,A
125,0.0,1.0,1.0,87.0,0.3,EHA7968627,A
126,0.0,1.0,1.0,77.0,0.2655172413793102,EHA7969201,A
127,0.0714285714285714,0.988095238095238,0.9285714285714286,32.0,0.2857142857142857,EHA8013571,A
128,0.0,1.0,1.0,122.0,0.4206896551724137,EHA8303818,A
129,0.0,1.0,1.0,75.0,0.2586206896551724,EHA8340794,A
130,0.0,1.0,1.0,131.0,0.4517241379310344,EHA8389262,A
131,0.0,1.0,1.0,111.0,0.3827586206896551,EHA8636756,A
132,0.0,1.0,1.0,155.0,0.5344827586206896,EHA8687007,A
133,0.0344827586206896,0.9876847290640394,0.9655172413793104,185.0,0.913793103448276,EHA8748465,A
134,0.0,1.0,1.0,104.0,0.3586206896551723,EHA8783068,A
135,0.0,1.0,1.0,121.0,0.4172413793103448,EHA8853150,A
136,0.0344827586206896,0.9913793103448276,0.9655172413793104,65.0,0.2793103448275861,EHA8853225,A
137,0.0689655172413793,0.9821428571428572,0.9310344827586208,33.0,0.1689655172413792,EHA8889495,A
138,0.0,1.0,1.0,92.0,0.3172413793103447,EHA8942337,A
139,0.0,1.0,1.0,138.0,0.4758620689655171,EHA8970656,A
140,0.0,1.0,1.0,87.0,0.3,EHA9029457,A
141,0.0,1.0,1.0,78.0,0.2689655172413792,EHA9050818,A
142,0.0,1.0,1.0,56.0,0.193103448275862,EHA9073934,A
143,0.0,1.0,1.0,83.0,0.2862068965517241,EHA9118905,A
144,0.1034482758620689,0.9536088911088912,0.896551724137931,98.0,0.6413793103448275,EHA9238046,A
145,0.0,1.0,1.0,153.0,0.5275862068965516,EHA9284029,A
146,0.0,1.0,1.0,160.0,0.5517241379310344,EHA9285538,A
147,0.0,1.0,1.0,186.0,0.6413793103448274,EHA9345422,A
148,0.0,1.0,1.0,84.0,0.2896551724137931,EHA9359449,A
149,0.1034482758620689,0.98894783377542,0.896551724137931,129.0,0.5551724137931032,EHA9465045,A
150,0.0,1.0,1.0,118.0,0.4068965517241378,EHA9571257,A
151,0.0,1.0,1.0,82.0,0.282758620689655,EHA9590821,A
152,0.0,1.0,1.0,139.0,0.4793103448275861,EHA9763575,A
153,0.0,1.0,1.0,79.0,0.3291666666666666,EHA9820048,A
154,0.0,1.0,1.0,99.0,0.3413793103448275,EHA9892455,A
155,0.0,1.0,1.0,157.0,0.5413793103448276,EHA9928740,A
156,0.0,1.0,1.0,95.0,0.3275862068965516,EHA9935719,A
157,0.0,1.0,1.0,46.0,0.1586206896551723,EHA9964796,A
158,0.0,1.0,1.0,187.0,0.6678571428571427,EHA9980580,A
159,0.0,1.0,1.0,69.0,0.2379310344827585,EHB0019844,A
160,0.0,1.0,1.0,115.0,0.396551724137931,EHB0023505,A
161,0.0,1.0,1.0,114.0,0.3931034482758621,EHB0071490,A
162,0.0,1.0,1.0,246.0,0.8482758620689652,EHB0202605,A
163,0.0357142857142857,0.9814814814814814,0.9642857142857144,34.0,0.15,EHB0238291,A
164,0.0,1.0,1.0,84.0,0.289655172413793,EHB0369799,A
165,0.0689655172413793,0.976449275362319,0.9310344827586208,104.0,0.4689655172413793,EHB0459536,A
166,0.0344827586206896,0.9870689655172412,0.9655172413793104,85.0,0.3758620689655173,EHB0497938,A
167,0.0,1.0,1.0,173.0,0.5965517241379309,EHB0564315,A
168,0.0,1.0,1.0,113.0,0.3896551724137931,EHB0621584,A
169,0.0,1.0,1.0,143.0,0.4931034482758619,EHB0651615,A
170,0.1034482758620689,0.9732142857142856,0.896551724137931,39.0,0.2172413793103447,EHB0709621,A
171,0.0689655172413793,0.9786666666666668,0.9310344827586208,70.0,0.3241379310344827,EHB0769437,A
172,0.0,1.0,1.0,101.0,0.3482758620689655,EHB0800881,A
173,0.0,1.0,1.0,118.0,0.4068965517241379,EHB0861469,A
174,0.0,1.0,1.0,149.0,0.5137931034482758,EHB1128931,A
175,0.0,1.0,1.0,105.0,0.3620689655172412,EHB1139389,A
176,0.0,1.0,1.0,157.0,0.5413793103448276,EHB1142912,A
177,0.0344827586206896,0.9950738916256158,0.9655172413793104,62.0,0.2413793103448275,EHB1156184,A
178,0.1379310344827586,0.9780615331432028,0.8620689655172413,139.0,0.8379310344827585,EHB1268372,A
179,0.0,1.0,1.0,65.0,0.2241379310344826,EHB1528729,A
180,0.0,1.0,1.0,66.0,0.2538461538461538,EHB1545808,A
181,0.0344827586206896,0.9967159277504104,0.9655172413793104,153.0,0.5827586206896551,EHB1595059,A
182,0.0,1.0,1.0,192.0,0.6620689655172414,EHB1644122,A
183,0.0,1.0,1.0,94.0,0.3481481481481481,EHB1647362,A
184,0.0,1.0,1.0,78.0,0.2689655172413793,EHB1698794,A
185,0.0,1.0,1.0,163.0,0.5620689655172413,EHB1722679,A
186,0.0,1.0,1.0,183.0,0.6310344827586206,EHB1757401,A
187,0.0689655172413793,0.9979101358411704,0.9310344827586208,208.0,0.7724137931034483,EHB1780729,A
188,0.0,1.0,1.0,169.0,0.6259259259259258,EHB1844878,A
189,0.0,1.0,1.0,196.0,0.6758620689655169,EHB1874419,A
190,0.0357142857142857,0.9947089947089948,0.9642857142857144,89.0,0.3464285714285713,EHB1895607,A
191,0.0,1.0,1.0,90.0,0.3103448275862068,EHB1920795,A
192,0.0,1.0,1.0,104.0,0.3586206896551723,EHB1938644,A
193,0.0,1.0,1.0,159.0,0.5482758620689655,EHB1947194,A
194,0.0,1.0,1.0,12.0,0.0705882352941176,EHB1961205,A
195,0.0,1.0,1.0,117.0,0.4034482758620689,EHB1995919,A
196,0.0,1.0,1.0,103.0,0.3551724137931032,EHB2021354,A
197,0.0,1.0,1.0,110.0,0.3793103448275861,EHB2069925,A
198,0.0,1.0,1.0,79.0,0.2724137931034482,EHB2153432,A
199,0.0,1.0,1.0,93.0,0.3206896551724137,EHB2231179,A
200,0.0,1.0,1.0,87.0,0.3,EHB2286598,A
201,0.0,1.0,1.0,77.0,0.2655172413793102,EHB2292026,A
202,0.0,1.0,1.0,107.0,0.3689655172413792,EHB2304716,A
203,0.0,1.0,1.0,108.0,0.3724137931034482,EHB2470322,A
204,0.0,1.0,1.0,40.0,0.1481481481481481,EHB2540516,A
205,0.0,1.0,1.0,132.0,0.4551724137931033,EHB2554652,A
206,0.0,1.0,1.0,74.0,0.2551724137931034,EHB2586464,A
207,0.0,1.0,1.0,155.0,0.5344827586206895,EHB2651337,A
208,0.0,1.0,1.0,45.0,0.2142857142857142,EHB2670752,A
209,0.0869565217391304,0.9555555555555556,0.9130434782608696,26.0,0.1826086956521739,EHB2917526,A
210,0.0,1.0,1.0,36.0,0.2571428571428571,EHB2992724,A
211,0.0,1.0,1.0,153.0,0.5275862068965516,EHB3106467,A
212,0.0,1.0,1.0,154.0,0.5310344827586205,EHB3181502,A
213,0.0,1.0,1.0,87.0,0.3624999999999999,EHB3285896,A
214,0.0476190476190476,0.9583333333333334,0.9523809523809524,25.0,0.1952380952380952,EHB3307620,A
215,0.0,1.0,1.0,47.0,0.1620689655172413,EHB3337798,A
216,0.0,1.0,1.0,19.0,0.1583333333333332,EHB3358622,A
217,0.0689655172413793,0.9968652037617556,0.9310344827586208,159.0,0.6034482758620688,EHB3377792,A
218,0.0,1.0,1.0,136.0,0.4689655172413793,EHB3453091,A
219,0.0,1.0,1.0,177.0,0.6103448275862067,EHB3604142,A
220,0.0344827586206896,0.9942528735632185,0.9655172413793104,93.0,0.4310344827586206,EHB3647336,A
221,0.0,1.0,1.0,46.0,0.1586206896551723,EHB3692715,A
222,0.0,1.0,1.0,127.0,0.4379310344827585,EHB3699044,A
223,0.0,1.0,1.0,49.0,0.1689655172413793,EHB3755097,A
224,0.0,1.0,1.0,68.0,0.2344827586206896,EHB3784335,A
225,0.0344827586206896,0.9948979591836736,0.9655172413793104,95.0,0.3551724137931033,EHB3818834,A
226,0.0,1.0,1.0,112.0,0.3862068965517241,EHB3888750,A
227,0.0,1.0,1.0,74.0,0.2551724137931034,EHB3999525,A
228,0.0,1.0,1.0,96.0,0.3310344827586207,EHB4221619,A
229,0.0,1.0,1.0,159.0,0.5482758620689654,EHB4291424,A
230,0.0,1.0,1.0,49.0,0.1689655172413792,EHB4368236,A
231,0.0,1.0,1.0,111.0,0.382758620689655,EHB4406479,A
232,0.0,1.0,1.0,123.0,0.4241379310344826,EHB4446266,A
233,0.0,1.0,1.0,127.0,0.4379310344827585,EHB4587212,A
234,0.0344827586206896,0.9917695473251028,0.9655172413793104,85.0,0.3482758620689655,EHB4620152,A
235,0.0,1.0,1.0,121.0,0.4481481481481481,EHB4636082,A
236,0.0,1.0,1.0,66.0,0.2275862068965516,EHB4695855,A
237,0.0,1.0,1.0,73.0,0.2517241379310344,EHB4700432,A
238,0.0,1.0,1.0,198.0,0.6827586206896552,EHB4714736,A
239,0.0,1.0,1.0,214.0,0.7379310344827583,EHB4756710,A
240,0.0,1.0,1.0,155.0,0.5344827586206895,EHB4792094,A
241,0.04,0.9937888198757764,0.96,80.0,0.3519999999999998,EHB4923645,A
242,0.0,1.0,1.0,79.0,0.2724137931034482,EHB4926409,A
243,0.0,1.0,1.0,170.0,0.586206896551724,EHB4944360,A
244,0.0,1.0,1.0,120.0,0.4137931034482758,EHB5057608,A
245,0.0357142857142857,0.9855072463768116,0.9642857142857144,33.0,0.1464285714285714,EHB5122712,A
246,0.0,1.0,1.0,115.0,0.396551724137931,EHB5125364,A
247,0.0,1.0,1.0,27.0,0.1349999999999999,EHB5292015,A
248,0.0,1.0,1.0,54.0,0.1862068965517241,EHB5325420,A
249,0.0344827586206896,0.9933333333333334,0.9655172413793104,84.0,0.3172413793103448,EHB5381307,A
250,0.0,1.0,1.0,121.0,0.4172413793103448,EHB5419892,A
251,0.0,1.0,1.0,94.0,0.3241379310344828,EHB5521129,A
252,0.0,1.0,1.0,98.0,0.3379310344827586,EHB5556975,A
253,0.0,1.0,1.0,214.0,0.7642857142857141,EHB5602288,A
254,0.0,1.0,1.0,165.0,0.5689655172413792,EHB5702281,A
255,0.0,1.0,1.0,215.0,0.7413793103448275,EHB5706418,A
256,0.0,1.0,1.0,229.0,0.7896551724137929,EHB5783299,A
257,0.0689655172413793,0.988095238095238,0.9310344827586208,52.0,0.2344827586206896,EHB5924097,A
258,0.0,1.0,1.0,216.0,0.7448275862068964,EHB6014966,A
259,0.0,1.0,1.0,81.0,0.2892857142857142,EHB6028531,A
260,0.0,1.0,1.0,42.0,0.2,EHB6040796,A
261,0.0,1.0,1.0,108.0,0.3724137931034482,EHB6095625,A
262,0.0,1.0,1.0,203.0,0.7,EHB6102570,A
263,0.0,1.0,1.0,10.0,0.0769230769230769,EHB6103467,A
264,0.0344827586206896,0.9961685823754788,0.9655172413793104,60.0,0.2344827586206896,EHB6104612,A
265,0.0,1.0,1.0,69.0,0.2379310344827586,EHB6173719,A
266,0.0,1.0,1.0,103.0,0.3551724137931034,EHB6193107,A
267,0.0,1.0,1.0,118.0,0.4214285714285714,EHB6479655,A
268,0.0,1.0,1.0,142.0,0.507142857142857,EHB6556544,A
269,0.9310344827586208,0.6852678930265138,0.0689655172413793,126.0,3.772413793103449,EHB6564146,A
270,0.0,1.0,1.0,101.0,0.3482758620689655,EHB6668847,A
271,0.0,1.0,1.0,86.0,0.296551724137931,EHB6672267,A
272,0.0,1.0,1.0,128.0,0.4413793103448275,EHB6701354,A
273,0.0,1.0,1.0,180.0,0.6206896551724136,EHB6715346,A
274,0.0,1.0,1.0,170.0,0.586206896551724,EHB6757305,A
275,0.2758620689655172,0.904,0.7241379310344828,35.0,0.4241379310344827,EHB6815239,A
276,0.0,1.0,1.0,190.0,0.6551724137931033,EHB6990237,A
277,0.0,1.0,1.0,122.0,0.4206896551724137,EHB7034340,A
278,0.0,1.0,1.0,133.0,0.4586206896551724,EHB7049355,A
279,0.0,1.0,1.0,77.0,0.2655172413793103,EHB7200747,A
280,0.0,1.0,1.0,99.0,0.3413793103448276,EHB7200902,A
281,0.0,1.0,1.0,179.0,0.6172413793103447,EHB7205126,A
282,0.0,1.0,1.0,88.0,0.3142857142857142,EHB7217234,A
283,0.0,1.0,1.0,39.0,0.195,EHB7338975,A
284,0.0,1.0,1.0,180.0,0.6206896551724138,EHB7491525,A
285,0.0,1.0,1.0,124.0,0.8266666666666665,EHB7526941,A
286,0.0344827586206896,0.9954022988505749,0.9655172413793104,142.0,0.5448275862068964,EHB7575991,A
287,0.0,1.0,1.0,191.0,0.6586206896551722,EHB7664911,A
288,0.0,1.0,1.0,197.0,0.679310344827586,EHB7737585,A
289,0.0,1.0,1.0,128.0,0.4413793103448276,EHB7750082,A
290,0.0,1.0,1.0,167.0,0.5758620689655171,EHB7761705,A
291,0.0,1.0,1.0,47.0,0.1807692307692306,EHB7773026,A
292,0.0,1.0,1.0,137.0,0.4724137931034481,EHB7789309,A
293,0.0,1.0,1.0,114.0,0.3931034482758621,EHB7982521,A
294,0.0,1.0,1.0,218.0,0.7517241379310342,EHB8017497,A
295,0.0,1.0,1.0,157.0,0.5413793103448274,EHB8022872,A
296,0.0,1.0,1.0,119.0,0.4103448275862068,EHB8032651,A
297,0.0,1.0,1.0,159.0,0.5482758620689655,EHB8059108,A
298,0.0,1.0,1.0,152.0,0.5241379310344827,EHB8185977,A
299,0.0,1.0,1.0,102.0,0.3517241379310345,EHB8188549,A
300,0.0689655172413793,0.9876543209876544,0.9310344827586208,61.0,0.2655172413793103,EHB8207037,A
301,0.0,1.0,1.0,108.0,0.3724137931034482,EHB8254076,A
302,0.0,1.0,1.0,24.0,0.1999999999999999,EHB8391630,A
303,0.0,1.0,1.0,181.0,0.6241379310344827,EHB8400782,A
304,0.0,1.0,1.0,50.0,0.1724137931034483,EHB8425879,A
305,0.0,1.0,1.0,94.0,0.3357142857142857,EHB8439045,A
306,0.0,1.0,1.0,99.0,0.3413793103448275,EHB8470616,A
307,0.0689655172413793,0.983843537414966,0.9310344827586208,81.0,0.3620689655172413,EHB8480581,A
308,0.0,1.0,1.0,145.0,0.4999999999999999,EHB8504816,A
309,0.0689655172413793,0.9913793103448276,0.9310344827586208,86.0,0.3517241379310344,EHB8531130,A
310,0.0,1.0,1.0,205.0,0.7068965517241376,EHB8559238,A
311,0.0,1.0,1.0,65.0,0.2241379310344827,EHB8562152,A
312,0.0,1.0,1.0,71.0,0.3736842105263157,EHB8670267,A
313,0.0,1.0,1.0,87.0,0.3107142857142856,EHB8738912,A
314,0.0344827586206896,0.9982758620689656,0.9655172413793104,202.0,0.7241379310344825,EHB8747774,A
315,0.0,1.0,1.0,94.0,0.3241379310344827,EHB8918475,A
316,0.0344827586206896,0.9942528735632185,0.9655172413793104,76.0,0.289655172413793,EHB8966131,A
317,0.0,1.0,1.0,61.0,0.2103448275862068,EHB8983754,A
318,0.0,1.0,1.0,105.0,0.3620689655172414,EHB9005911,A
319,0.0,1.0,1.0,76.0,0.2620689655172413,EHB9019519,A
320,0.0,1.0,1.0,69.0,0.2379310344827585,EHB9048194,A
321,0.0,1.0,1.0,224.0,0.7724137931034482,EHB9119426,A
322,0.0689655172413793,0.9864532019704434,0.9310344827586208,56.0,0.2758620689655171,EHB9122430,A
323,0.0,1.0,1.0,135.0,0.4655172413793102,EHB9124047,A
324,0.0,1.0,1.0,147.0,0.5068965517241378,EHB9186392,A
325,0.6666666666666666,0.7777777777777777,0.3333333333333333,5.0,0.6166666666666666,EHB9203517,A
326,0.0689655172413793,0.96875,0.9310344827586208,47.0,0.2724137931034482,EHB9345208,A
327,0.0,1.0,1.0,175.0,0.6034482758620688,EHB9379526,A
328,0.0344827586206896,0.9974457215836526,0.9655172413793104,163.0,0.6172413793103445,EHB9381270,A
329,0.0,1.0,1.0,176.0,0.6068965517241377,EHB9407114,A
330,0.0,1.0,1.0,70.0,0.2413793103448275,EHB9564495,A
331,0.0,1.0,1.0,175.0,0.603448275862069,EHB9574826,A
332,0.0,1.0,1.0,79.0,0.5266666666666666,EHB9606872,A
333,0.0,1.0,1.0,65.0,0.2241379310344827,EHB9614460,A
334,0.0,1.0,1.0,104.0,0.3586206896551723,EHB9619652,A
335,0.0,1.0,1.0,86.0,0.296551724137931,EHB9684297,A
336,0.0,1.0,1.0,184.0,0.6344827586206895,EHB9709981,A
337,0.0,1.0,1.0,94.0,0.3241379310344828,EHB9736891,A
338,0.0,1.0,1.0,87.0,0.2999999999999999,EHB9754438,A
339,0.0,1.0,1.0,122.0,0.4206896551724137,EHB9787425,A
340,0.0344827586206896,0.9895833333333334,0.9655172413793104,39.0,0.1620689655172413,EHB9950659,A
341,0.1034482758620689,0.9737654320987654,0.896551724137931,76.0,0.3999999999999999,EHB9969752,A
342,0.0,1.0,1.0,67.0,0.2310344827586206,EHC0004006,A
343,0.0689655172413793,0.9832451499118168,0.9310344827586208,54.0,0.2689655172413793,EHC0005070,A
344,0.0,1.0,1.0,58.0,0.1999999999999999,EHC0049260,A
345,0.0,1.0,1.0,129.0,0.4448275862068965,EHC0124981,A
346,0.0,1.0,1.0,159.0,0.5482758620689654,EHC0187230,A
347,0.0,1.0,1.0,71.0,0.2448275862068965,EHC0238605,A
348,0.0,1.0,1.0,181.0,0.6241379310344826,EHC0255885,A
349,0.0689655172413793,0.9901477832512317,0.9310344827586208,50.0,0.2275862068965516,EHC0276386,A
350,0.0,1.0,1.0,303.0,1.0448275862068963,EHC0289532,A
351,0.0,1.0,1.0,88.0,0.3034482758620689,EHC0298346,A
352,0.0,1.0,1.0,91.0,0.3639999999999999,EHC0517381,A
353,0.0344827586206896,0.9923076923076924,0.9655172413793104,70.0,0.2689655172413793,EHC0610694,A
354,0.0344827586206896,0.9833333333333332,0.9655172413793104,29.0,0.1275862068965517,EHC0659085,A
355,0.0,1.0,1.0,55.0,0.189655172413793,EHC0708842,A
356,0.0,1.0,1.0,62.0,0.2137931034482758,EHC0753538,A
357,0.0,1.0,1.0,194.0,0.6689655172413791,EHC0757141,A
