index,Agrawal_OOS_rate,Agrawal_beta_rate,Agrawal_alpha_level,Agrawal_lost_sales,Agrawal_pinball_loss,EHASTRA_EH_NUMMER,Magazine
29,0.0,1.0,1.0,84.0,0.289655172413793,EHA1818452,A
30,0.0,1.0,1.0,65.0,0.2241379310344827,EHA1871847,A
31,0.1724137931034483,0.9348571428571428,0.8275862068965517,60.0,0.4827586206896552,EHA1885738,A
32,0.0,1.0,1.0,56.0,0.193103448275862,EHA1897860,A
33,0.1034482758620689,0.9922181766259728,0.896551724137931,148.0,0.6482758620689654,EHA1939155,A
34,0.5862068965517241,0.902259409510931,0.4137931034482759,67.0,1.4724137931034484,EHA1975291,A
35,0.0,1.0,1.0,57.0,0.1965517241379309,EHA2046118,A
36,0.0,1.0,1.0,58.0,0.1999999999999999,EHA2128440,A
37,0.0,1.0,1.0,138.0,0.4758620689655171,EHA2150179,A
38,0.0,1.0,1.0,130.0,0.4482758620689654,EHA2186161,A
39,0.0689655172413793,0.9885057471264368,0.9310344827586208,58.0,0.2551724137931034,EHA2286086,A
40,0.0,1.0,1.0,228.0,0.7862068965517239,EHA2335682,A
41,0.0,1.0,1.0,143.0,0.4931034482758619,EHA2377166,A
42,0.0,1.0,1.0,46.0,0.1586206896551723,EHA2385688,A
43,0.1034482758620689,0.9777777777777776,0.896551724137931,46.0,0.2413793103448276,EHA2401286,A
44,0.0,1.0,1.0,47.0,0.1620689655172413,EHA2460326,A
45,0.0,1.0,1.0,55.0,0.189655172413793,EHA2465161,A
46,0.0,1.0,1.0,111.0,0.3827586206896551,EHA2626154,A
47,0.0,1.0,1.0,62.0,0.2137931034482758,EHA2669396,A
48,0.1379310344827586,0.925,0.8620689655172413,35.0,0.2586206896551724,EHA2748409,A
49,0.05,0.9696969696969696,0.95,24.0,0.1599999999999999,EHA2768340,A
50,0.0,1.0,1.0,171.0,0.589655172413793,EHA2944754,A
51,0.0,1.0,1.0,45.0,0.1551724137931034,EHA2973014,A
52,0.0,1.0,1.0,130.0,0.4482758620689654,EHA2983155,A
53,0.1034482758620689,0.9738095238095238,0.896551724137931,49.0,0.2793103448275861,EHA3029281,A
54,0.0,1.0,1.0,52.0,0.2166666666666666,EHA3180409,A
55,0.0,1.0,1.0,69.0,0.2379310344827585,EHA3196678,A
56,0.0,1.0,1.0,53.0,0.1827586206896551,EHA3255777,A
57,0.0,1.0,1.0,89.0,0.3068965517241379,EHA3294058,A
58,0.1379310344827586,0.9794061302681992,0.8620689655172413,41.0,0.2793103448275862,EHA3347179,A
59,0.0689655172413793,0.992337164750958,0.9310344827586208,70.0,0.296551724137931,EHA3362818,A
60,0.1724137931034483,0.9229885057471264,0.8275862068965517,61.0,0.8172413793103447,EHA3549686,A
61,0.0344827586206896,0.9928571428571428,0.9655172413793104,53.0,0.2103448275862068,EHA3570057,A
62,0.0,1.0,1.0,65.0,0.2241379310344827,EHA3804289,A
63,0.0,1.0,1.0,83.0,0.286206896551724,EHA3853082,A
64,0.0,1.0,1.0,95.0,0.3275862068965517,EHA3941757,A
65,0.0344827586206896,0.993103448275862,0.9655172413793104,39.0,0.1620689655172413,EHA4063921,A
66,0.0344827586206896,0.9967532467532468,0.9655172413793104,104.0,0.3862068965517241,EHA4104120,A
67,0.0344827586206896,0.9968652037617556,0.9655172413793104,132.0,0.4827586206896551,EHA4118250,A
68,0.0689655172413793,0.993730407523511,0.9310344827586208,90.0,0.3655172413793103,EHA4138196,A
69,0.0689655172413793,0.993103448275862,0.9310344827586208,78.0,0.3241379310344827,EHA4150635,A
70,0.2758620689655172,0.9471090212469524,0.7241379310344828,52.0,0.593103448275862,EHA4164254,A
71,0.1379310344827586,0.9770114942528736,0.8620689655172413,44.0,0.2620689655172413,EHA4231411,A
72,0.2068965517241379,0.9655172413793104,0.7931034482758621,28.0,0.2620689655172413,EHA4453767,A
73,0.0,1.0,1.0,62.0,0.2137931034482758,EHA4614957,A
74,0.0,1.0,1.0,204.0,0.7034482758620689,EHA4718606,A
75,0.0,1.0,1.0,109.0,0.3758620689655171,EHA4797238,A
76,0.0344827586206896,0.9950738916256158,0.9655172413793104,65.0,0.2517241379310344,EHA4818152,A
77,0.0,1.0,1.0,35.0,0.1206896551724137,EHA4882454,A
78,0.1724137931034483,0.942528735632184,0.8275862068965517,23.0,0.2172413793103448,EHA4923117,A
79,0.0,1.0,1.0,47.0,0.1620689655172413,EHA5143800,A
80,0.0714285714285714,0.975925925925926,0.9285714285714286,42.0,0.2357142857142856,EHA5155466,A
81,0.0,1.0,1.0,110.0,0.3793103448275861,EHA5158185,A
82,0.0689655172413793,0.974,0.9310344827586208,41.0,0.2241379310344827,EHA5202840,A
83,0.0,1.0,1.0,13.0,0.0448275862068965,EHA5378685,A
84,0.1724137931034483,0.9615489874110564,0.8275862068965517,44.0,0.4,EHA5384959,A
85,0.0344827586206896,0.99,0.9655172413793104,42.0,0.1724137931034482,EHA5443009,A
86,0.3571428571428571,0.5476190476190476,0.6428571428571428,16.0,0.6285714285714283,EHA5505765,A
87,0.0,1.0,1.0,13.0,0.0481481481481481,EHA5649855,A
88,0.0344827586206896,0.988095238095238,0.9655172413793104,46.0,0.2137931034482758,EHA5675534,A
89,0.0,1.0,1.0,136.0,0.4689655172413792,EHA5678847,A
90,0.0,1.0,1.0,76.0,0.2620689655172413,EHA5784386,A
91,0.0,1.0,1.0,76.0,0.2620689655172413,EHA5869442,A
92,0.0,1.0,1.0,169.0,0.5827586206896551,EHA5892019,A
93,0.0,1.0,1.0,88.0,0.3034482758620689,EHA5950789,A
94,0.0344827586206896,0.993103448275862,0.9655172413793104,41.0,0.1689655172413793,EHA5993428,A
95,0.0,1.0,1.0,228.0,0.7862068965517239,EHA6122522,A
96,0.0,1.0,1.0,29.0,0.0999999999999999,EHA6130858,A
97,0.0,1.0,1.0,72.0,0.2482758620689654,EHA6222229,A
98,0.0,1.0,1.0,97.0,0.3344827586206897,EHA6246781,A
99,0.1034482758620689,0.9620370370370372,0.896551724137931,62.0,0.4068965517241379,EHA6247287,A
100,0.0,1.0,1.0,51.0,0.1758620689655171,EHA6270032,A
101,0.0,1.0,1.0,72.0,0.2482758620689654,EHA6361154,A
102,0.1034482758620689,0.9852216748768472,0.896551724137931,37.0,0.2103448275862068,EHA6422955,A
103,0.0689655172413793,0.9666666666666666,0.9310344827586208,22.0,0.1586206896551724,EHA6452158,A
104,0.0,1.0,1.0,189.0,0.6517241379310345,EHA6490411,A
105,0.0,1.0,1.0,12.0,0.1999999999999999,EHA6514035,A
106,0.0,1.0,1.0,93.0,0.3206896551724137,EHA6544969,A
107,0.0344827586206896,0.9948979591836736,0.9655172413793104,66.0,0.2551724137931034,EHA6555208,A
108,0.3103448275862069,0.9477969348659004,0.6896551724137931,39.0,0.4931034482758621,EHA6567178,A
109,0.0,1.0,1.0,92.0,0.3172413793103448,EHA6632636,A
110,0.0689655172413793,0.9885057471264368,0.9310344827586208,49.0,0.2241379310344827,EHA6771014,A
111,0.0,1.0,1.0,130.0,0.4482758620689654,EHA6798242,A
112,0.0,1.0,1.0,55.0,0.1964285714285714,EHA6805678,A
113,0.0,1.0,1.0,49.0,0.1689655172413793,EHA6837315,A
114,0.1034482758620689,0.954,0.896551724137931,39.0,0.2999999999999999,EHA6860761,A
115,0.0344827586206896,0.996551724137931,0.9655172413793104,80.0,0.3034482758620689,EHA6960751,A
116,0.0,1.0,1.0,79.0,0.2724137931034482,EHA7038117,A
117,0.0344827586206896,0.9875,0.9655172413793104,54.0,0.2137931034482758,EHA7053780,A
118,0.1379310344827586,0.9764890282131662,0.8620689655172413,86.0,0.489655172413793,EHA7230769,A
119,0.0,1.0,1.0,144.0,0.4965517241379309,EHA7233237,A
120,0.1034482758620689,0.9513888888888888,0.896551724137931,23.0,0.1620689655172414,EHA7258425,A
121,0.0,1.0,1.0,153.0,0.5275862068965517,EHA7468549,A
122,0.0,1.0,1.0,222.0,0.7655172413793101,EHA7527841,A
123,0.0689655172413793,0.9710144927536232,0.9310344827586208,28.0,0.1517241379310344,EHA7703397,A
124,0.0,1.0,1.0,105.0,0.3620689655172413,EHA7939830,A
125,0.0,1.0,1.0,58.0,0.1999999999999999,EHA7968627,A
126,0.0,1.0,1.0,48.0,0.1655172413793103,EHA7969201,A
127,0.0714285714285714,0.9761904761904762,0.9285714285714286,20.0,0.2571428571428571,EHA8013571,A
128,0.0,1.0,1.0,64.0,0.2206896551724137,EHA8303818,A
129,0.0,1.0,1.0,46.0,0.1586206896551723,EHA8340794,A
130,0.0,1.0,1.0,104.0,0.3586206896551723,EHA8389262,A
131,0.0344827586206896,0.9956896551724138,0.9655172413793104,55.0,0.2172413793103447,EHA8636756,A
132,0.0,1.0,1.0,140.0,0.4827586206896549,EHA8687007,A
133,0.0344827586206896,0.9864532019704434,0.9655172413793104,158.0,0.8482758620689653,EHA8748465,A
134,0.0689655172413793,0.9901477832512317,0.9310344827586208,65.0,0.2793103448275862,EHA8783068,A
135,0.0,1.0,1.0,81.0,0.2793103448275861,EHA8853150,A
136,0.3448275862068966,0.913793103448276,0.6551724137931034,46.0,0.5724137931034482,EHA8853225,A
137,0.1724137931034483,0.9464285714285714,0.8275862068965517,31.0,0.2448275862068965,EHA8889495,A
138,0.0344827586206896,0.9942528735632185,0.9655172413793104,65.0,0.2517241379310344,EHA8942337,A
139,0.0,1.0,1.0,118.0,0.4068965517241378,EHA8970656,A
140,0.0,1.0,1.0,58.0,0.1999999999999999,EHA9029457,A
141,0.1034482758620689,0.976923076923077,0.896551724137931,58.0,0.2827586206896551,EHA9050818,A
142,0.0344827586206896,0.9907407407407408,0.9655172413793104,29.0,0.1275862068965517,EHA9073934,A
143,0.0,1.0,1.0,53.0,0.1827586206896551,EHA9118905,A
144,0.1379310344827586,0.9238136863136864,0.8620689655172413,74.0,0.7241379310344827,EHA9238046,A
145,0.0,1.0,1.0,95.0,0.3275862068965517,EHA9284029,A
146,0.0,1.0,1.0,77.0,0.2655172413793102,EHA9285538,A
147,0.0,1.0,1.0,118.0,0.4068965517241379,EHA9345422,A
148,0.0,1.0,1.0,55.0,0.189655172413793,EHA9359449,A
149,0.1379310344827586,0.9774133912064948,0.8620689655172413,108.0,0.5931034482758619,EHA9465045,A
150,0.0,1.0,1.0,97.0,0.3344827586206895,EHA9571257,A
151,0.0344827586206896,0.9942528735632185,0.9655172413793104,55.0,0.2172413793103447,EHA9590821,A
152,0.0,1.0,1.0,127.0,0.4379310344827585,EHA9763575,A
153,0.0416666666666666,0.992753623188406,0.9583333333333334,52.0,0.2499999999999999,EHA9820048,A
154,0.0689655172413793,0.983843537414966,0.9310344827586208,68.0,0.3172413793103448,EHA9892455,A
155,0.0344827586206896,0.998185117967332,0.9655172413793104,101.0,0.375862068965517,EHA9928740,A
156,0.0,1.0,1.0,66.0,0.2275862068965516,EHA9935719,A
157,0.0344827586206896,0.9885057471264368,0.9655172413793104,19.0,0.093103448275862,EHA9964796,A
158,0.0,1.0,1.0,139.0,0.4964285714285713,EHA9980580,A
159,0.0,1.0,1.0,40.0,0.1379310344827586,EHB0019844,A
160,0.0689655172413793,0.992337164750958,0.9310344827586208,61.0,0.2655172413793102,EHB0023505,A
161,0.0,1.0,1.0,85.0,0.293103448275862,EHB0071490,A
162,0.1379310344827586,0.9852804794184103,0.8620689655172413,134.0,0.7655172413793103,EHB0202605,A
163,0.1785714285714285,0.8518518518518517,0.8214285714285714,16.0,0.2285714285714285,EHB0238291,A
164,0.0,1.0,1.0,55.0,0.1896551724137931,EHB0369799,A
165,0.0689655172413793,0.9637681159420288,0.9310344827586208,79.0,0.4379310344827586,EHB0459536,A
166,0.0344827586206896,0.9827586206896552,0.9655172413793104,58.0,0.3103448275862068,EHB0497938,A
167,0.0,1.0,1.0,132.0,0.4551724137931033,EHB0564315,A
168,0.1034482758620689,0.9808673469387756,0.896551724137931,71.0,0.3551724137931032,EHB0621584,A
169,0.0,1.0,1.0,102.0,0.3517241379310344,EHB0651615,A
170,0.1724137931034483,0.9226190476190476,0.8275862068965517,20.0,0.2896551724137931,EHB0709621,A
171,0.1034482758620689,0.954,0.896551724137931,47.0,0.3275862068965517,EHB0769437,A
172,0.0344827586206896,0.9897959183673468,0.9655172413793104,47.0,0.2172413793103448,EHB0800881,A
173,0.0,1.0,1.0,89.0,0.3068965517241379,EHB0861469,A
174,0.0,1.0,1.0,91.0,0.3137931034482757,EHB1128931,A
175,0.1379310344827586,0.9802955665024632,0.8620689655172413,26.0,0.1999999999999999,EHB1139389,A
176,0.0,1.0,1.0,107.0,0.3689655172413792,EHB1142912,A
177,0.1034482758620689,0.9786535303776684,0.896551724137931,39.0,0.2448275862068965,EHB1156184,A
178,0.2068965517241379,0.9670548709501948,0.7931034482758621,118.0,0.9310344827586206,EHB1268372,A
179,0.1034482758620689,0.9769230769230768,0.896551724137931,47.0,0.2448275862068965,EHB1528729,A
180,0.0769230769230769,0.9782608695652174,0.9230769230769232,44.0,0.2307692307692307,EHB1545808,A
181,0.2413793103448276,0.9675676683256484,0.7586206896551724,80.0,0.7724137931034483,EHB1595059,A
182,0.0,1.0,1.0,100.0,0.3448275862068964,EHB1644122,A
183,0.0,1.0,1.0,59.0,0.2185185185185184,EHB1647362,A
184,0.0344827586206896,0.9913793103448276,0.9655172413793104,22.0,0.1034482758620689,EHB1698794,A
185,0.0,1.0,1.0,111.0,0.3827586206896551,EHB1722679,A
186,0.0689655172413793,0.9929392446633828,0.9310344827586208,102.0,0.4344827586206896,EHB1757401,A
187,0.0689655172413793,0.9979101358411704,0.9310344827586208,208.0,0.7724137931034483,EHB1780729,A
188,0.0,1.0,1.0,101.0,0.374074074074074,EHB1844878,A
189,0.1034482758620689,0.99144412756028,0.896551724137931,129.0,0.582758620689655,EHB1874419,A
190,0.0357142857142857,0.9894179894179894,0.9642857142857144,63.0,0.2821428571428571,EHB1895607,A
191,0.0,1.0,1.0,32.0,0.1103448275862068,EHB1920795,A
192,0.0,1.0,1.0,75.0,0.2586206896551724,EHB1938644,A
193,0.0,1.0,1.0,101.0,0.3482758620689654,EHB1947194,A
194,0.0,1.0,1.0,12.0,0.0705882352941176,EHB1961205,A
195,0.0344827586206896,0.9942528735632185,0.9655172413793104,61.0,0.2379310344827585,EHB1995919,A
196,0.2068965517241379,0.9707854406130269,0.7931034482758621,61.0,0.4034482758620689,EHB2021354,A
197,0.0,1.0,1.0,81.0,0.2793103448275861,EHB2069925,A
198,0.0344827586206896,0.993103448275862,0.9655172413793104,23.0,0.1068965517241379,EHB2153432,A
199,0.0,1.0,1.0,55.0,0.189655172413793,EHB2231179,A
200,0.0344827586206896,0.9885057471264368,0.9655172413793104,33.0,0.1689655172413792,EHB2286598,A
201,0.0689655172413793,0.9885057471264368,0.9310344827586208,52.0,0.2344827586206896,EHB2292026,A
202,0.0,1.0,1.0,78.0,0.2689655172413793,EHB2304716,A
203,0.0344827586206896,0.9928571428571428,0.9655172413793104,52.0,0.2068965517241379,EHB2470322,A
204,0.1111111111111111,0.96,0.8888888888888888,19.0,0.1592592592592592,EHB2540516,A
205,0.0,1.0,1.0,107.0,0.3689655172413792,EHB2554652,A
206,0.0344827586206896,0.9903846153846154,0.9655172413793104,22.0,0.1034482758620689,EHB2586464,A
207,0.0344827586206896,0.996551724137931,0.9655172413793104,97.0,0.3620689655172414,EHB2651337,A
208,0.0,1.0,1.0,54.0,0.257142857142857,EHB2670752,A
209,0.0869565217391304,0.9555555555555556,0.9130434782608696,26.0,0.1826086956521739,EHB2917526,A
210,0.0,1.0,1.0,22.0,0.1571428571428571,EHB2992724,A
211,0.0,1.0,1.0,95.0,0.3275862068965516,EHB3106467,A
212,0.0,1.0,1.0,154.0,0.5310344827586205,EHB3181502,A
213,0.0,1.0,1.0,80.0,0.3333333333333332,EHB3285896,A
214,0.238095238095238,0.7916666666666666,0.7619047619047619,18.0,0.3142857142857143,EHB3307620,A
215,0.2068965517241379,0.9090909090909092,0.7931034482758621,30.0,0.2689655172413793,EHB3337798,A
216,0.0,1.0,1.0,9.0,0.0749999999999999,EHB3358622,A
217,0.1034482758620689,0.9920883713987162,0.896551724137931,148.0,0.6482758620689653,EHB3377792,A
218,0.0,1.0,1.0,87.0,0.2999999999999999,EHB3453091,A
219,0.0,1.0,1.0,144.0,0.4965517241379309,EHB3604142,A
220,0.1724137931034483,0.9859195402298851,0.8275862068965517,74.0,0.5034482758620689,EHB3647336,A
221,0.1034482758620689,0.9583333333333334,0.896551724137931,23.0,0.1620689655172413,EHB3692715,A
222,0.0689655172413793,0.9913793103448276,0.9310344827586208,82.0,0.3379310344827586,EHB3699044,A
223,0.1034482758620689,0.9565217391304348,0.896551724137931,26.0,0.1724137931034482,EHB3755097,A
224,0.0344827586206896,0.9886363636363636,0.9655172413793104,41.0,0.1689655172413792,EHB3784335,A
225,0.0344827586206896,0.9897959183673468,0.9655172413793104,68.0,0.2896551724137931,EHB3818834,A
226,0.0344827586206896,0.9913793103448276,0.9655172413793104,58.0,0.2551724137931033,EHB3888750,A
227,0.0344827586206896,0.9923076923076924,0.9655172413793104,61.0,0.2379310344827586,EHB3999525,A
228,0.0,1.0,1.0,67.0,0.2310344827586206,EHB4221619,A
229,0.1724137931034483,0.991016333938294,0.8275862068965517,72.0,0.3862068965517241,EHB4291424,A
230,0.0,1.0,1.0,23.0,0.0793103448275861,EHB4368236,A
231,0.0,1.0,1.0,82.0,0.282758620689655,EHB4406479,A
232,0.0,1.0,1.0,94.0,0.3241379310344827,EHB4446266,A
233,0.0344827586206896,0.9950738916256158,0.9655172413793104,71.0,0.2724137931034482,EHB4587212,A
234,0.1724137931034483,0.9588477366255144,0.8275862068965517,39.0,0.3551724137931034,EHB4620152,A
235,0.0,1.0,1.0,44.0,0.1629629629629629,EHB4636082,A
236,0.2758620689655172,0.8666666666666666,0.7241379310344828,40.0,0.3586206896551724,EHB4695855,A
237,0.0,1.0,1.0,44.0,0.1517241379310345,EHB4700432,A
238,0.0,1.0,1.0,140.0,0.4827586206896549,EHB4714736,A
239,0.0,1.0,1.0,180.0,0.6206896551724137,EHB4756710,A
240,0.0689655172413793,0.9918213969938108,0.9310344827586208,53.0,0.2655172413793102,EHB4792094,A
241,0.08,0.9788819875776398,0.92,49.0,0.292,EHB4923645,A
242,0.0,1.0,1.0,50.0,0.1724137931034482,EHB4926409,A
243,0.1724137931034483,0.9791013584117032,0.8275862068965517,68.0,0.4275862068965517,EHB4944360,A
244,0.0,1.0,1.0,62.0,0.2137931034482758,EHB5057608,A
245,0.0714285714285714,0.9710144927536232,0.9285714285714286,24.0,0.1428571428571428,EHB5122712,A
246,0.0,1.0,1.0,57.0,0.1965517241379309,EHB5125364,A
247,0.05,0.9761904761904762,0.95,21.0,0.145,EHB5292015,A
248,0.0689655172413793,0.9827586206896552,0.9310344827586208,42.0,0.1999999999999999,EHB5325420,A
249,0.0689655172413793,0.9786666666666666,0.9310344827586208,59.0,0.2862068965517241,EHB5381307,A
250,0.0344827586206896,0.9940476190476192,0.9655172413793104,71.0,0.2724137931034482,EHB5419892,A
251,0.0,1.0,1.0,36.0,0.1241379310344827,EHB5521129,A
252,0.0,1.0,1.0,69.0,0.2379310344827585,EHB5556975,A
253,0.0,1.0,1.0,178.0,0.6357142857142856,EHB5602288,A
254,0.0,1.0,1.0,136.0,0.4689655172413792,EHB5702281,A
255,0.0,1.0,1.0,150.0,0.5172413793103448,EHB5706418,A
256,0.0,1.0,1.0,188.0,0.6482758620689653,EHB5783299,A
257,0.2413793103448276,0.9404761904761904,0.7586206896551724,37.0,0.3758620689655172,EHB5924097,A
258,0.0,1.0,1.0,140.0,0.4827586206896551,EHB6014966,A
259,0.0,1.0,1.0,73.0,0.2607142857142856,EHB6028531,A
260,0.0,1.0,1.0,21.0,0.1,EHB6040796,A
261,0.0,1.0,1.0,75.0,0.2586206896551724,EHB6095625,A
262,0.0,1.0,1.0,145.0,0.4999999999999999,EHB6102570,A
263,0.3076923076923077,0.75,0.6923076923076923,11.0,0.3307692307692307,EHB6103467,A
264,0.3793103448275862,0.9282977558839628,0.6206896551724138,44.0,0.593103448275862,EHB6104612,A
265,0.0,1.0,1.0,40.0,0.1379310344827586,EHB6173719,A
266,0.0344827586206896,0.9950738916256158,0.9655172413793104,49.0,0.1965517241379309,EHB6193107,A
267,0.0714285714285714,0.992063492063492,0.9285714285714286,66.0,0.2928571428571428,EHB6479655,A
268,0.0357142857142857,0.996031746031746,0.9642857142857144,88.0,0.3428571428571428,EHB6556544,A
269,0.7586206896551724,0.7045167476201959,0.2413793103448276,125.0,3.520689655172414,EHB6564146,A
270,0.0,1.0,1.0,72.0,0.2482758620689654,EHB6668847,A
271,0.0,1.0,1.0,57.0,0.1965517241379309,EHB6672267,A
272,0.0,1.0,1.0,70.0,0.2413793103448275,EHB6701354,A
273,0.0,1.0,1.0,125.0,0.4310344827586206,EHB6715346,A
274,0.0,1.0,1.0,132.0,0.4551724137931033,EHB6757305,A
275,0.5172413793103449,0.7726666666666665,0.4827586206896551,35.0,0.7275862068965517,EHB6815239,A
276,0.0,1.0,1.0,172.0,0.5931034482758619,EHB6990237,A
277,0.0,1.0,1.0,90.0,0.3103448275862069,EHB7034340,A
278,0.0,1.0,1.0,86.0,0.296551724137931,EHB7049355,A
279,0.1379310344827586,0.9420289855072462,0.8620689655172413,27.0,0.2034482758620689,EHB7200747,A
280,0.0,1.0,1.0,70.0,0.2413793103448275,EHB7200902,A
281,0.0344827586206896,0.9954022988505749,0.9655172413793104,114.0,0.4482758620689654,EHB7205126,A
282,0.0,1.0,1.0,60.0,0.2142857142857142,EHB7217234,A
283,0.05,0.9615384615384616,0.95,27.0,0.175,EHB7338975,A
284,0.0,1.0,1.0,109.0,0.3758620689655172,EHB7491525,A
285,0.0,1.0,1.0,105.0,0.6999999999999998,EHB7526941,A
286,0.0689655172413793,0.982758620689655,0.9310344827586208,65.0,0.4172413793103448,EHB7575991,A
287,0.0,1.0,1.0,141.0,0.486206896551724,EHB7664911,A
288,0.0344827586206896,0.9973474801061007,0.9655172413793104,121.0,0.4448275862068964,EHB7737585,A
289,0.0,1.0,1.0,97.0,0.3344827586206896,EHB7750082,A
290,0.0,1.0,1.0,116.0,0.3999999999999999,EHB7761705,A
291,0.0,1.0,1.0,26.0,0.0999999999999999,EHB7773026,A
292,0.0,1.0,1.0,107.0,0.3689655172413792,EHB7789309,A
293,0.0689655172413793,0.9901477832512317,0.9310344827586208,60.0,0.2620689655172413,EHB7982521,A
294,0.0,1.0,1.0,128.0,0.4413793103448274,EHB8017497,A
295,0.0,1.0,1.0,123.0,0.4241379310344827,EHB8022872,A
296,0.0,1.0,1.0,88.0,0.3034482758620688,EHB8032651,A
297,0.0,1.0,1.0,89.0,0.3068965517241379,EHB8059108,A
298,0.0344827586206896,0.9955357142857144,0.9655172413793104,67.0,0.2586206896551724,EHB8185977,A
299,0.0689655172413793,0.9901477832512317,0.9310344827586208,48.0,0.2206896551724137,EHB8188549,A
300,0.1724137931034483,0.9530864197530864,0.8275862068965517,41.0,0.3344827586206895,EHB8207037,A
301,0.0,1.0,1.0,50.0,0.1724137931034483,EHB8254076,A
302,0.0,1.0,1.0,12.0,0.0999999999999999,EHB8391630,A
303,0.0,1.0,1.0,147.0,0.5068965517241378,EHB8400782,A
304,0.0,1.0,1.0,22.0,0.0758620689655172,EHB8425879,A
305,0.0357142857142857,0.982608695652174,0.9642857142857144,42.0,0.2071428571428571,EHB8439045,A
306,0.0344827586206896,0.99,0.9655172413793104,72.0,0.2758620689655172,EHB8470616,A
307,0.0689655172413793,0.9727891156462584,0.9310344827586208,56.0,0.3310344827586206,EHB8480581,A
308,0.0689655172413793,0.991118077324974,0.9310344827586208,72.0,0.3310344827586206,EHB8504816,A
309,0.1034482758620689,0.9778325123152708,0.896551724137931,63.0,0.3551724137931034,EHB8531130,A
310,0.0344827586206896,0.9973474801061007,0.9655172413793104,130.0,0.4758620689655171,EHB8559238,A
311,0.0,1.0,1.0,14.0,0.0482758620689655,EHB8562152,A
312,0.0,1.0,1.0,33.0,0.1736842105263157,EHB8670267,A
313,0.0357142857142857,0.988095238095238,0.9642857142857144,35.0,0.1821428571428571,EHB8738912,A
314,0.0344827586206896,0.9982758620689656,0.9655172413793104,152.0,0.5517241379310344,EHB8747774,A
315,0.0,1.0,1.0,47.0,0.1620689655172413,EHB8918475,A
316,0.0344827586206896,0.9885057471264368,0.9655172413793104,49.0,0.2241379310344827,EHB8966131,A
317,0.1034482758620689,0.9793103448275862,0.896551724137931,38.0,0.2137931034482758,EHB8983754,A
318,0.0344827586206896,0.9942528735632185,0.9655172413793104,49.0,0.196551724137931,EHB9005911,A
319,0.0,1.0,1.0,47.0,0.1620689655172413,EHB9019519,A
320,0.0,1.0,1.0,40.0,0.1379310344827586,EHB9048194,A
321,0.0,1.0,1.0,171.0,0.5896551724137932,EHB9119426,A
322,0.0689655172413793,0.9864532019704434,0.9310344827586208,56.0,0.2758620689655171,EHB9122430,A
323,0.0344827586206896,0.9961685823754788,0.9655172413793104,79.0,0.2999999999999999,EHB9124047,A
324,0.0,1.0,1.0,126.0,0.4344827586206896,EHB9186392,A
